id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
36321036,多谈谈问题,"第33辑《单读》由9篇长访谈组成，针对历时性的问题，邀约许知远、郭玉洁、柏琳、杨潇、晓宇、叶三等作者，向不同领域的学者和从业者提问：鍾叔河、戴锦华、景凯旋、罗新、项飙、迈克尔·桑德尔、吕植、劳东燕、崔庆龙、张乔木（思想史万有引力）。
这些问题关于今日我们置身的重重危机，比如互联网上的心理极化、普通人精神的迷茫、历史叙事的滥用、精英教育的不公、生态环境的恶化等，也关于个人如何从最小的单位开展重建。在这个“下沉年代”，相信“提出问题，是一种维持基本尊严的方式”。
本辑单读首次增设漫画栏目，将纸面交给年轻的漫画作者们，表达新一代人的“半自由”生活体验。",https://dou.img.lithub.cc/book/36321036.jpg,2023-3,https://book.douban.com/subject/36321036/,8.7,,4,面对问题，是解决问题的第一步,,2023-11-05 16:08:04,吴琦 吕晓宇 柏琳 / 2023 / 上海文艺出版社
36344141,原来你怪可爱的,"每个人的心里都住着小怪物，
我们成长、成熟，
不意味着要学会隐藏他或忽视他，
而是愿意跟他坦诚地聊聊天，
和他一起，无所畏惧地审视我们的内心，
了解我们面对的困难、情绪、疑虑、孤单……
与真实的自己和解，珍爱独一而无二的自己。
作者罗贝塔·古扎迪是意大利网红心理治疗师，书里记录的，是作者面对内心失序的焦虑与痛苦，通过自我对话，逐渐自愈的过程。作者在和心里的声音坦诚沟通之后，梳理了内心混乱的根源，通过各种各样的情绪，找到内心真正的需求，并听从自己的内心，一步步追求理想中的自己，最终找回了自信，也找到自我的价值。书中的小女孩，代表着在生活中陷入各种心理内耗的我们，而小怪物，则是代表不完美的那部分自我，也许你想过逃避他，也许你始终活在他的阴影之下，但当你对他极度坦诚与坦然，你会发现，真实的自己远比你想象中的可爱，也远比你想象中的强大。",https://dou.img.lithub.cc/book/36344141.jpg,2023-4,https://book.douban.com/subject/36344141/,8.7,,5,小书大能量,,2023-10-22 15:31:27,［意］罗贝塔·古扎迪 / 2023 / 四川人民出版社
