id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
30451909,蜘蛛头,,https://dou.img.lithub.cc/movie/30451909.jpg,2022-06-17(美国网络),https://movie.douban.com/subject/30451909/,4.9,"科幻,惊悚,犯罪",2,,,2022-06-18 08:48:36,2022 / 美国 / 科幻 惊悚 犯罪 / 约瑟夫·科辛斯基 / 克里斯·海姆斯沃斯 迈尔斯·特勒
3711760,倩女幽魂,,https://dou.img.lithub.cc/movie/3711760.jpg,2011-04-19(中国大陆),https://movie.douban.com/subject/3711760/,5.5,"剧情,惊悚,奇幻",3,,,2022-06-11 08:35:22,2011 / 中国大陆 中国香港 / 剧情 惊悚 奇幻 古装 / 叶伟信 / 刘亦菲 古天乐
35809022,回到太空,,https://dou.img.lithub.cc/movie/35809022.jpg,2022-04-07(美国),https://movie.douban.com/subject/35809022/,8.6,纪录片,5,成了，还故意爆炸收集数据！,,2022-05-17 20:33:49,2022 / 美国 / 纪录片 / 伊丽莎白·柴·瓦沙瑞莉 金国威 / 伊隆·马斯克
34885342,人生切割术 第一季,,https://dou.img.lithub.cc/movie/34885342.jpg,2022-02-18(美国),https://movie.douban.com/subject/34885342/,9.1,"剧情,科幻,悬疑",4,恐！,,2022-05-17 20:32:52,2022 / 美国 / 剧情 科幻 悬疑 惊悚 / 本·斯蒂勒 伊费·麦卡德尔 / 亚当·斯科特 扎克·切利
1302425,喜剧之王,,https://dou.img.lithub.cc/movie/1302425.jpg,1999-02-13(中国香港),https://movie.douban.com/subject/1302425/,8.8,"剧情,喜剧,爱情",5,努力，奋斗…（飘飘）,,2022-05-01 11:02:02,1999 / 中国香港 / 剧情 喜剧 爱情 / 周星驰 李力持 / 周星驰 张柏芝
35206186,诡扯,,https://dou.img.lithub.cc/movie/35206186.jpg,2021-11-12(中国台湾),https://movie.douban.com/subject/35206186/,6.8,"喜剧,恐怖",3,别认真，看看而已,,2022-04-15 20:47:23,2021 / 中国台湾 / 喜剧 恐怖 / 许富翔 / 陈柏霖 陈以文
26334993,科比的缪斯,,https://dou.img.lithub.cc/movie/26334993.jpg,2015-02-21(美国),https://movie.douban.com/subject/26334993/,9.2,"纪录片,传记,运动",5,太遗憾,,2022-04-15 16:07:10,2015 / 美国 / 纪录片 传记 运动 / Gotham Chopra / 科比·布莱恩特 凡妮莎·莱茵·布莱恩特
34810452,一人露营,,https://dou.img.lithub.cc/movie/34810452.jpg,2019-10-18(日本),https://movie.douban.com/subject/34810452/,8.4,剧情,4,配合宵夜最适宜,,2022-04-05 08:24:51,2019 / 日本 / 剧情 / 横滨聪子 富永昌敬 / 三浦贵大 夏帆
35307437,猎罪图鉴,,https://dou.img.lithub.cc/movie/35307437.jpg,2022-03-06(中国大陆),https://movie.douban.com/subject/35307437/,7.6,"悬疑,犯罪",3,所以，那个女的是？,,2022-04-02 22:42:08,2022 / 中国大陆 / 悬疑 犯罪 / 邢键钧 / 檀健次 金世佳
35215390,狙击手,,https://dou.img.lithub.cc/movie/35215390.jpg,2022-02-01(中国大陆),https://movie.douban.com/subject/35215390/,7.7,"剧情,历史,战争",4,太难了,,2022-04-02 22:39:38,2022 / 中国大陆 / 剧情 历史 战争 / 张艺谋 张末 / 陈永胜 章宇
30481476,国王理查德,,https://dou.img.lithub.cc/movie/30481476.jpg,2021-09-02(特柳赖德电影节),https://movie.douban.com/subject/30481476/,7.4,"剧情,传记,运动",3,真实事件,,2022-03-31 19:41:45,2021 / 美国 / 剧情 传记 运动 / 雷纳尔多·马库斯·格林 / 威尔·史密斯 黛米·辛格顿
26825482,月球陨落,,https://dou.img.lithub.cc/movie/26825482.jpg,2022-03-25(中国大陆),https://movie.douban.com/subject/26825482/,5.2,"科幻,灾难",2,这CG好熟悉,,2022-03-31 19:37:01,2022 / 美国 中国大陆 英国 / 科幻 灾难 / 罗兰·艾默里奇 / 哈莉·贝瑞 帕特里克·威尔森
34953719,黑匣子,,https://dou.img.lithub.cc/movie/34953719.jpg,2020-11-08(阿拉斯电影节),https://movie.douban.com/subject/34953719/,7.6,"剧情,悬疑,惊悚",4,,,2022-03-23 23:22:57,2020 / 法国 比利时 / 剧情 悬疑 惊悚 / 雅恩·戈斯兰 / 皮埃尔·尼内 璐·德·拉格
26933210,蜘蛛侠：英雄无归,,https://dou.img.lithub.cc/movie/26933210.jpg,2021-12-15(中国台湾),https://movie.douban.com/subject/26933210/,6.6,"动作,科幻,奇幻",2,两个多小时过了个渡，开启多元宇宙,,2022-03-22 22:57:09,2021 / 美国 / 动作 科幻 奇幻 冒险 / 乔·沃茨 / 汤姆·赫兰德 赞达亚
30359376,美国女孩,,https://dou.img.lithub.cc/movie/30359376.jpg,2021-12-03(中国台湾),https://movie.douban.com/subject/30359376/,7.3,"剧情,家庭",3,,,2022-03-17 20:39:13,2021 / 中国台湾 / 剧情 家庭 / 阮凤仪 / 林嘉欣 庄凯勋
34851292,我的智能情人,,https://dou.img.lithub.cc/movie/34851292.jpg,2020-02-07(韩国),https://movie.douban.com/subject/34851292/,7.6,"爱情,科幻",3,,,2022-02-24 23:01:20,2020 / 韩国 / 爱情 科幻 / 李尚烨 / 尹贤旻 高圣熙
34884712,不要抬头,,https://dou.img.lithub.cc/movie/34884712.jpg,2021-12-10(美国),https://movie.douban.com/subject/34884712/,7.6,"喜剧,科幻",4,666,,2022-02-14 22:44:55,2021 / 美国 / 喜剧 科幻 / 亚当·麦凯 / 莱昂纳多·迪卡普里奥 詹妮弗·劳伦斯
35376457,爱情神话,,https://dou.img.lithub.cc/movie/35376457.jpg,2021-12-24(中国大陆),https://movie.douban.com/subject/35376457/,8.1,"剧情,喜剧,爱情",4,动容在细节。,,2022-02-14 22:44:30,2021 / 中国大陆 / 剧情 喜剧 爱情 / 邵艺辉 / 徐峥 马伊琍
35422807,扬名立万,,https://dou.img.lithub.cc/movie/35422807.jpg,2021-11-11(中国大陆),https://movie.douban.com/subject/35422807/,7.4,"剧情,喜剧,悬疑",2,啊？原来被嘲讽了,,2022-02-14 22:44:04,2021 / 中国大陆 / 剧情 喜剧 悬疑 / 刘循子墨 / 尹正 邓家佳
35144311,雄狮少年,,https://dou.img.lithub.cc/movie/35144311.jpg,2021-12-17(中国大陆),https://movie.douban.com/subject/35144311/,8.3,"剧情,喜剧,动画",4,如梦一场，除搬砖,,2022-02-14 22:40:31,2021 / 中国大陆 / 剧情 喜剧 动画 / 孙海鹏 / 大昕 大雄
35550794,华灯初上 第二季,,https://dou.img.lithub.cc/movie/35550794.jpg,2021-12-30(中国台湾),https://movie.douban.com/subject/35550794/,7.2,"剧情,爱情,犯罪",4,,,2022-01-05 22:43:23,2021 / 中国台湾 / 剧情 爱情 犯罪 / 连奕琦 / 林心如 杨谨华
33457594,摩加迪沙,,https://dou.img.lithub.cc/movie/33457594.jpg,2021-07-28(韩国),https://movie.douban.com/subject/33457594/,8.1,"剧情,动作",4,大拇指,,2021-12-25 08:40:06,2021 / 韩国 / 剧情 动作 / 柳昇完 / 金允石 赵寅成
20276229,007：无暇赴死,,https://dou.img.lithub.cc/movie/20276229.jpg,2021-10-29(中国大陆),https://movie.douban.com/subject/20276229/,6.6,"动作,惊悚,冒险",4,给场面和女主！,,2021-12-25 08:39:21,2021 / 英国 美国 / 动作 惊悚 冒险 / 凯瑞·福永 / 丹尼尔·克雷格 蕾雅·赛杜
3001114,沙丘,,https://dou.img.lithub.cc/movie/3001114.jpg,2021-10-22(美国/中国大陆),https://movie.douban.com/subject/3001114/,7.7,"剧情,科幻,冒险",3,宏大的世界，2个半小时才开个头,,2021-12-25 08:37:16,2021 / 美国 / 剧情 科幻 冒险 / 丹尼斯·维伦纽瓦 / 提莫西·查拉梅 丽贝卡·弗格森
